EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss
1.6,52,男,已婚,2,私人,1,有,有防盗装置,国产,0
2,52,男,已婚,2,私人,1,有,无防盗装置,进口,0
3,52,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.3,51,男,已婚,2,私人,1,有,无防盗装置,进口,397.5
1.4,51,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,51,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.4,50,男,已婚,2,公司,1,有,无防盗装置,国产,400
1.4,50,男,已婚,2,私人,1,有,无防盗装置,国产,634.8
1.6,50,男,已婚,2,私人,1,有,有防盗装置,国产,871.4
1.2,49,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.8,49,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,49,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,49,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,49,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,49,男,已婚,2,私人,1,有,无防盗装置,国产,1672
2,49,男,已婚,2,私人,1,有,有防盗装置,进口,1040
2.3,49,男,已婚,2,私人,1,有,无防盗装置,进口,10537
1.4,48,男,已婚,2,私人,1,有,无防盗装置,进口,1637.6
1.8,48,女,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,48,男,已婚,2,私人,1,有,无防盗装置,国产,0
2.4,48,男,已婚,2,私人,1,有,无防盗装置,进口,1324.8
1.5,47,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.6,47,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,47,女,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,47,男,已婚,2,私人,1,有,无防盗装置,国产,0
2,47,男,已婚,2,公司,1,有,无防盗装置,国产,0
1.6,46,男,已婚,2,私人,1,无,无防盗装置,国产,790.4
1.6,46,男,已婚,2,私人,1,有,无防盗装置,国产,2382.8
1.8,46,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,46,男,已婚,2,私人,1,有,有防盗装置,进口,0
1.8,46,男,已婚,2,私人,1,有,无防盗装置,国产,928
2,46,男,已婚,2,私人,1,有,无防盗装置,国产,0
2,46,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,46,男,已婚,2,公司,1,无,有防盗装置,进口,0
2,46,女,已婚,2,私人,1,无,无防盗装置,国产,1778.4
2,46,男,已婚,2,私人,1,有,无防盗装置,进口,2419.6
2,46,男,已婚,2,私人,1,有,无防盗装置,国产,3892.8
2.3,46,男,已婚,2,私人,1,有,无防盗装置,进口,2336.8
1.6,45,女,已婚,2,私人,1,有,无防盗装置,国产,280
1.6,45,女,已婚,2,私人,1,有,无防盗装置,国产,533.6
1.6,45,男,已婚,2,私人,1,有,无防盗装置,国产,1242.1
1.8,45,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,45,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,45,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.8,45,女,已婚,2,私人,1,无,无防盗装置,国产,0
1.8,45,男,已婚,2,私人,1,有,无防盗装置,进口,320
1.3,44,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,44,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,44,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,44,男,已婚,2,私人,1,有,无防盗装置,国产,440
2.2,44,女,已婚,2,私人,1,无,无防盗装置,进口,3188.5
1.4,43,女,已婚,2,私人,1,有,无防盗装置,国产,388
1.6,43,男,已婚,2,私人,1,有,无防盗装置,国产,721.3
1.4,42,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,42,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,42,男,已婚,2,私人,1,有,无防盗装置,国产,662.4
1.8,42,女,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,42,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,42,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,42,男,已婚,2,私人,1,有,有防盗装置,进口,0
1.8,42,男,已婚,2,私人,1,有,无防盗装置,国产,551.2
2,42,男,已婚,2,私人,1,无,无防盗装置,进口,0
2,42,男,已婚,2,私人,1,有,无防盗装置,国产,0
2.2,42,男,已婚,2,公司,1,有,无防盗装置,国产,0
2.5,42,女,已婚,2,私人,1,有,无防盗装置,进口,0
2.6,42,男,已婚,2,私人,1,有,无防盗装置,进口,0
2.6,42,男,已婚,2,私人,1,有,无防盗装置,进口,4936
2.8,42,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.2,41,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.3,41,男,已婚,2,私人,1,有,无防盗装置,国产,646
1.4,41,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.4,41,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,41,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,41,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,41,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.8,41,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,41,女,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,41,男,已婚,2,公司,1,有,无防盗装置,进口,0
1.8,41,男,已婚,2,公司,1,有,有防盗装置,进口,0
1.8,41,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,41,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,41,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,41,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,41,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,41,男,已婚,2,私人,1,有,有防盗装置,国产,0
2,41,男,已婚,2,私人,1,有,有防盗装置,进口,160
2.4,41,男,已婚,2,公司,1,有,有防盗装置,进口,0
3,41,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,40,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,40,女,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,40,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,40,男,已婚,2,私人,1,有,有防盗装置,进口,0
1.6,40,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,40,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.6,40,男,已婚,2,私人,1,无,有防盗装置,国产,0
1.8,40,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,40,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,40,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,40,男,已婚,2,私人,1,有,无防盗装置,国产,0
2,40,男,已婚,2,私人,1,有,无防盗装置,进口,2124
2.3,40,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.2,39,女,已婚,2,私人,1,有,无防盗装置,进口,31431
1.4,39,男,已婚,2,私人,1,有,无防盗装置,国产,533.6
1.5,39,男,已婚,2,私人,1,有,无防盗装置,国产,120
1.6,39,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,39,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,39,女,已婚,2,公司,1,有,无防盗装置,国产,0
1.8,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,39,男,已婚,2,私人,1,无,有防盗装置,进口,0
1.8,39,女,已婚,2,公司,1,有,无防盗装置,进口,828.8
1.8,39,男,已婚,2,私人,1,有,无防盗装置,进口,1159.2
1.8,39,男,已婚,2,私人,1,有,无防盗装置,国产,1194.1
1.8,39,男,已婚,2,私人,1,有,有防盗装置,国产,1316
2,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
2,39,男,已婚,2,私人,1,有,无防盗装置,国产,0
2,39,男,已婚,2,公司,1,有,无防盗装置,国产,0
2,39,女,已婚,2,私人,1,有,无防盗装置,国产,1970.6
2.3,39,男,已婚,2,私人,1,有,无防盗装置,国产,294.4
2.4,39,男,已婚,2,私人,1,有,无防盗装置,进口,600
2.4,39,男,已婚,2,私人,1,有,无防盗装置,进口,2560
1,38,男,已婚,2,公司,1,有,无防盗装置,国产,0
1.6,38,女,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,38,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.6,38,男,已婚,2,私人,1,有,无防盗装置,进口,1280
1.8,38,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,38,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,38,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,38,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,38,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,38,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,38,女,已婚,2,私人,1,无,无防盗装置,国产,0
1.8,38,男,未婚,2,私人,1,有,无防盗装置,国产,0
1.8,38,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,38,男,已婚,2,私人,1,有,无防盗装置,国产,705.6
1.8,38,女,已婚,2,私人,1,有,无防盗装置,国产,1128
1.8,38,男,已婚,2,私人,1,有,无防盗装置,国产,1142.8
1.8,38,男,已婚,2,私人,1,无,有防盗装置,国产,1356
1.8,38,男,已婚,2,私人,1,有,无防盗装置,进口,9772.6
2,38,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,38,男,已婚,2,私人,1,无,有防盗装置,国产,676
2.4,38,男,已婚,2,私人,1,有,有防盗装置,进口,0
2.5,38,男,已婚,2,私人,1,有,无防盗装置,进口,0
2.5,38,女,已婚,2,私人,1,有,无防盗装置,进口,0
2.8,38,男,已婚,2,私人,1,有,无防盗装置,进口,1104
3,38,男,已婚,2,私人,1,有,无防盗装置,进口,0
3,38,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.4,37,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.4,37,男,已婚,2,私人,1,有,无防盗装置,国产,414
1.6,37,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,37,女,已婚,2,私人,1,无,无防盗装置,国产,0
1.6,37,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.6,37,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,37,女,已婚,2,私人,1,无,无防盗装置,国产,400
1.6,37,女,已婚,2,公司,1,有,有防盗装置,进口,404
1.6,37,男,已婚,2,私人,1,有,无防盗装置,国产,690
1.6,37,男,已婚,2,私人,1,有,无防盗装置,国产,892.4
1.8,37,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,37,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,37,男,已婚,2,私人,1,有,有防盗装置,国产,480
2,37,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,37,男,已婚,2,私人,1,无,有防盗装置,进口,0
3,37,男,已婚,2,私人,1,有,有防盗装置,进口,1928.3
1,36,男,已婚,2,私人,1,无,有防盗装置,国产,0
1.6,36,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,36,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,36,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.8,36,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,36,男,已婚,2,公司,1,有,无防盗装置,国产,0
1.8,36,男,已婚,2,私人,1,无,无防盗装置,进口,0
1.8,36,男,已婚,2,公司,1,有,有防盗装置,进口,0
1.8,36,男,已婚,2,私人,1,有,无防盗装置,进口,552
1.8,36,男,已婚,2,私人,1,有,无防盗装置,进口,1172.8
2,36,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,36,男,已婚,2,私人,1,有,无防盗装置,国产,0
2.5,36,男,已婚,2,私人,1,有,无防盗装置,进口,0
3,36,女,已婚,2,私人,1,有,无防盗装置,进口,0
1,35,男,已婚,2,私人,1,有,无防盗装置,国产,0
1,35,男,已婚,2,私人,1,有,无防盗装置,国产,288
1.3,35,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.4,35,男,已婚,2,私人,1,有,无防盗装置,国产,720
1.6,35,女,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,35,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,35,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,35,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,35,男,已婚,2,私人,1,有,无防盗装置,进口,460
1.8,35,男,已婚,2,私人,1,有,无防盗装置,进口,1920
2,35,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,35,男,已婚,2,私人,1,有,无防盗装置,进口,0
2,35,男,已婚,2,私人,1,有,有防盗装置,进口,1200
2.3,35,女,已婚,2,私人,1,有,无防盗装置,进口,0
2.4,35,女,已婚,2,私人,1,有,无防盗装置,进口,0
2.5,35,女,已婚,2,私人,1,有,无防盗装置,进口,0
2.5,35,男,已婚,2,私人,1,有,有防盗装置,国产,0
2.5,35,男,已婚,2,私人,1,有,有防盗装置,进口,240
3,35,男,已婚,2,私人,1,无,有防盗装置,进口,0
1.3,34,男,已婚,2,私人,1,无,无防盗装置,国产,400
1.4,34,女,已婚,2,私人,1,有,无防盗装置,国产,1764.6
1.5,34,男,已婚,2,私人,1,无,有防盗装置,国产,800
1.6,34,女,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,34,男,已婚,2,私人,1,有,有防盗装置,国产,0
1.6,34,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,34,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.8,34,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,34,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,34,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,34,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,34,女,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,34,男,已婚,2,私人,1,有,有防盗装置,国产,639.4
1.8,34,男,已婚,2,私人,1,有,无防盗装置,国产,1030.4
2,34,男,已婚,2,私人,1,有,无防盗装置,国产,0
2,34,男,已婚,2,私人,1,无,无防盗装置,进口,0
2,34,男,已婚,2,私人,1,有,无防盗装置,国产,2800
2,34,男,已婚,2,私人,1,有,无防盗装置,国产,11360
2.3,34,男,已婚,2,私人,1,有,无防盗装置,进口,400
2.5,34,男,已婚,2,私人,1,有,无防盗装置,进口,0
2.5,34,女,已婚,2,私人,1,有,有防盗装置,进口,0
1,33,男,未婚,2,公司,1,有,无防盗装置,进口,0
1,33,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,33,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,33,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,33,女,已婚,2,私人,1,有,无防盗装置,国产,200
1.6,33,女,已婚,2,私人,1,有,有防盗装置,国产,793.6
1.6,33,男,已婚,2,私人,1,有,无防盗装置,国产,1062.8
1.6,33,男,已婚,2,私人,1,有,无防盗装置,进口,5360
1.6,33,男,已婚,2,私人,1,有,有防盗装置,进口,14880
1.8,33,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,33,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,33,女,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,33,男,已婚,2,私人,1,有,无防盗装置,进口,696
1.8,33,男,已婚,2,私人,1,有,有防盗装置,进口,4244
2,33,女,已婚,2,私人,1,无,无防盗装置,进口,2176
2,33,男,已婚,2,私人,1,有,有防盗装置,进口,2422.4
2.3,33,男,已婚,2,私人,1,有,无防盗装置,进口,0
2.8,33,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.3,32,女,已婚,2,私人,1,有,无防盗装置,国产,526.4
1.6,32,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,32,女,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,32,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.6,32,男,未婚,2,私人,1,无,无防盗装置,国产,0
1.6,32,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.6,32,男,已婚,2,私人,1,有,无防盗装置,国产,476.6
1.6,32,男,已婚,2,私人,1,有,无防盗装置,国产,4440
1.8,32,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,32,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,32,男,已婚,2,政府,1,有,无防盗装置,国产,0
1.8,32,女,已婚,2,公司,1,有,有防盗装置,国产,0
1.8,32,男,已婚,2,私人,1,有,无防盗装置,国产,395.8
1.8,32,男,已婚,2,私人,1,无,有防盗装置,进口,551.3
1.8,32,男,已婚,2,私人,1,有,有防盗装置,国产,2431.2
2.8,32,男,已婚,2,私人,1,有,有防盗装置,国产,0
1,31,男,已婚,2,私人,1,无,无防盗装置,国产,0
1.6,31,女,未婚,2,私人,1,有,无防盗装置,国产,0
1.6,31,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,31,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,31,男,已婚,2,私人,1,有,无防盗装置,国产,396
1.8,31,男,已婚,2,私人,1,有,无防盗装置,进口,655.7
1.8,31,男,已婚,2,私人,1,有,无防盗装置,进口,12866
2,31,女,已婚,2,私人,1,有,无防盗装置,进口,0
1.4,30,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.4,30,男,未婚,2,私人,1,有,无防盗装置,国产,0
1.4,30,女,已婚,2,私人,1,有,无防盗装置,国产,320
1.4,30,男,已婚,2,公司,1,有,无防盗装置,国产,2599.2
1.6,30,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,30,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.6,30,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,30,女,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,30,男,已婚,2,私人,1,有,无防盗装置,国产,0
2,30,男,已婚,2,私人,1,有,无防盗装置,国产,1520
2,30,男,已婚,2,私人,1,无,有防盗装置,进口,6753.6
2.3,30,女,已婚,2,私人,1,有,有防盗装置,进口,0
2.4,30,男,已婚,2,私人,1,无,无防盗装置,国产,200
2.5,30,女,已婚,2,私人,1,有,无防盗装置,进口,0
1.2,29,男,未婚,2,私人,1,有,无防盗装置,国产,576
1.4,29,女,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,29,女,已婚,2,私人,1,无,无防盗装置,国产,0
1.6,29,女,已婚,2,私人,1,有,有防盗装置,进口,384
1.6,29,女,已婚,2,私人,1,有,无防盗装置,国产,1899.4
1.8,29,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,29,男,未婚,2,私人,1,有,无防盗装置,国产,0
1.8,29,男,未婚,2,私人,1,有,无防盗装置,进口,0
1.8,29,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.8,29,女,已婚,2,私人,1,有,无防盗装置,国产,1815.2
2.3,29,女,已婚,2,私人,1,有,有防盗装置,进口,0
2.3,29,男,已婚,2,私人,1,有,无防盗装置,进口,0
2.5,29,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.4,28,女,已婚,2,私人,1,有,无防盗装置,进口,1297.2
1.5,28,男,已婚,2,私人,1,有,无防盗装置,国产,1008
1.6,28,男,未婚,2,私人,1,有,有防盗装置,国产,0
1.6,28,女,已婚,2,私人,1,有,有防盗装置,进口,8816
1.8,28,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,28,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,28,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,28,女,已婚,2,私人,1,有,无防盗装置,国产,480
1.8,28,女,已婚,2,私人,1,无,无防盗装置,国产,9604
1.4,27,男,已婚,2,私人,1,无,无防盗装置,进口,120
1.6,27,男,已婚,2,私人,1,有,无防盗装置,进口,0
1.6,27,男,已婚,2,私人,1,有,有防盗装置,进口,800
1.8,27,男,未婚,2,私人,1,有,无防盗装置,进口,0
1.8,27,男,已婚,2,政府,1,有,无防盗装置,国产,0
1.8,27,男,未婚,2,私人,1,有,无防盗装置,国产,0
1.8,27,男,已婚,2,私人,1,有,有防盗装置,国产,552.3
1,26,女,已婚,2,私人,1,无,无防盗装置,国产,0
1.6,26,女,未婚,2,私人,1,有,无防盗装置,国产,0
1.8,26,男,未婚,2,私人,1,有,无防盗装置,国产,0
3,26,男,已婚,2,私人,1,有,无防盗装置,进口,912
1,25,男,未婚,2,私人,1,有,无防盗装置,国产,3056
1.6,25,男,未婚,2,私人,1,有,无防盗装置,国产,0
1.8,25,男,未婚,2,私人,1,有,无防盗装置,国产,197.2
2,25,男,未婚,2,公司,1,有,有防盗装置,进口,0
2,25,男,未婚,2,私人,1,有,无防盗装置,进口,1087.2
2.3,25,男,已婚,2,私人,1,有,无防盗装置,进口,0
2.4,25,女,未婚,2,私人,1,有,有防盗装置,进口,0
2.8,25,女,已婚,2,私人,1,无,有防盗装置,进口,0
1.4,24,男,已婚,2,私人,1,有,无防盗装置,国产,2552.8
1.8,24,男,未婚,2,公司,1,有,无防盗装置,进口,0
1.8,24,男,已婚,2,私人,1,有,无防盗装置,国产,0
1.8,24,男,未婚,2,私人,1,无,有防盗装置,国产,0
2.3,24,女,未婚,2,私人,1,有,无防盗装置,进口,0
2.4,24,男,未婚,2,私人,1,无,有防盗装置,进口,0
1.4,23,女,已婚,2,私人,1,有,无防盗装置,进口,200
1.8,23,男,未婚,2,私人,1,有,无防盗装置,国产,0
1.8,23,男,未婚,2,私人,1,有,有防盗装置,国产,161.5
1.5,22,女,未婚,2,私人,1,有,无防盗装置,国产,913.5
1.6,22,男,未婚,2,私人,1,有,无防盗装置,国产,0
1.6,22,男,未婚,2,政府,1,有,无防盗装置,国产,0
2,22,女,未婚,2,私人,1,有,有防盗装置,进口,320
1.8,21,男,未婚,2,政府,1,有,有防盗装置,进口,0
2,21,男,未婚,2,私人,1,有,有防盗装置,进口,568
2,46,男,已婚,1,私人,10,无,无防盗装置,进口,0
1.8,45,男,已婚,1,公司,10,有,无防盗装置,国产,583.2
1.8,41,男,已婚,1,公司,10,有,有防盗装置,国产,0
1.2,38,男,已婚,1,私人,10,有,无防盗装置,国产,0
1.6,34,男,已婚,1,私人,10,无,无防盗装置,国产,0
1.6,34,女,已婚,1,私人,10,有,无防盗装置,国产,0
1.6,34,女,已婚,1,私人,10,有,无防盗装置,国产,0
1.8,34,男,已婚,1,私人,10,有,有防盗装置,国产,0
1.8,32,男,已婚,1,私人,10,有,无防盗装置,国产,0
1.8,32,男,已婚,1,私人,10,有,无防盗装置,国产,0
1.6,44,男,已婚,1,私人,9,无,无防盗装置,国产,2289.8
1.8,40,男,已婚,1,政府,9,有,无防盗装置,国产,0
1.8,37,男,已婚,1,公司,9,有,无防盗装置,进口,1891.6
2,50,男,已婚,1,私人,8,有,无防盗装置,进口,0
1.6,38,男,已婚,1,私人,8,有,无防盗装置,国产,0
1.8,38,男,已婚,1,私人,8,有,无防盗装置,国产,0
1,35,男,已婚,1,私人,8,有,无防盗装置,国产,0
2,33,男,已婚,1,私人,8,有,无防盗装置,进口,0
1.6,32,男,已婚,1,私人,8,有,有防盗装置,国产,0
1.6,32,男,已婚,1,私人,8,有,无防盗装置,国产,5840
1.6,29,男,已婚,1,私人,8,有,无防盗装置,国产,2244.2
1.6,24,男,未婚,1,公司,8,无,无防盗装置,国产,0
1.6,22,男,未婚,1,私人,8,有,有防盗装置,国产,1194.4
1.6,41,男,已婚,1,私人,7,有,无防盗装置,国产,0
1.6,35,男,已婚,1,私人,7,有,有防盗装置,国产,1208
1.8,24,男,未婚,1,私人,7,有,无防盗装置,国产,1027.3
1.6,57,男,已婚,1,私人,6,有,无防盗装置,国产,789.6
1.8,44,男,已婚,1,公司,6,有,无防盗装置,国产,3655.2
1.8,34,男,已婚,1,私人,6,有,无防盗装置,国产,0
1.5,30,男,已婚,1,公司,6,有,无防盗装置,国产,0
1.6,41,男,已婚,1,私人,5,有,无防盗装置,国产,0
2.2,36,女,已婚,1,私人,5,有,无防盗装置,进口,324
2.2,35,男,已婚,1,公司,5,有,无防盗装置,进口,0
1.8,33,男,已婚,1,公司,5,有,无防盗装置,国产,404.8
2.2,26,男,已婚,1,私人,5,有,无防盗装置,国产,2390.5
1.6,23,男,已婚,1,私人,5,有,无防盗装置,国产,0
1.8,47,男,已婚,1,私人,4,无,无防盗装置,国产,0
1.8,46,男,已婚,1,私人,4,有,无防盗装置,国产,0
2,35,女,已婚,1,私人,4,有,无防盗装置,进口,0
1.8,31,男,已婚,1,私人,4,有,无防盗装置,国产,2384
1.8,45,男,已婚,1,私人,3,无,无防盗装置,国产,0
1.6,42,男,已婚,1,私人,3,有,无防盗装置,国产,1200
1.8,40,男,已婚,1,私人,3,有,无防盗装置,国产,279.1
2,40,男,已婚,1,私人,3,有,无防盗装置,国产,6252
2.4,40,男,已婚,1,公司,3,无,无防盗装置,进口,0
1.6,38,男,已婚,1,私人,3,有,无防盗装置,国产,0
1.8,38,男,已婚,1,公司,3,有,无防盗装置,国产,0
1.6,36,女,未婚,1,私人,3,有,无防盗装置,国产,0
1.8,36,男,已婚,1,私人,3,无,无防盗装置,国产,0
1,35,男,已婚,1,私人,3,有,无防盗装置,国产,0
1.6,35,女,已婚,1,私人,3,有,有防盗装置,国产,0
1.6,35,男,已婚,1,私人,3,有,无防盗装置,国产,0
1.8,26,男,已婚,1,私人,3,有,无防盗装置,国产,0
1.8,48,男,已婚,1,私人,2,有,无防盗装置,国产,440
2.2,46,男,已婚,1,公司,2,有,无防盗装置,国产,0
2.4,45,女,已婚,1,私人,2,无,有防盗装置,国产,0
1.8,44,男,已婚,1,私人,2,无,无防盗装置,国产,0
1.6,42,男,已婚,1,私人,2,无,无防盗装置,国产,0
1.6,41,男,已婚,1,私人,2,有,无防盗装置,国产,0
1.8,40,男,已婚,1,私人,2,有,无防盗装置,国产,0
2.2,40,女,已婚,1,私人,2,无,无防盗装置,进口,4663.2
1.8,39,女,已婚,1,公司,2,有,无防盗装置,国产,0
1.8,38,男,已婚,1,私人,2,有,无防盗装置,国产,0
3,37,男,已婚,1,私人,2,有,无防盗装置,进口,0
1.8,36,男,已婚,1,私人,2,有,无防盗装置,国产,0
1.6,35,男,已婚,1,私人,2,有,有防盗装置,国产,976
1.6,35,男,已婚,1,私人,2,有,无防盗装置,国产,1320
1.8,34,男,已婚,1,公司,2,有,无防盗装置,国产,0
1.8,34,男,已婚,1,私人,2,有,有防盗装置,进口,0
1.8,32,男,已婚,1,公司,2,有,无防盗装置,国产,0
2.2,31,男,已婚,1,私人,2,有,无防盗装置,国产,0
1.8,30,男,已婚,1,私人,2,有,无防盗装置,国产,0
3,21,男,未婚,1,私人,2,无,无防盗装置,进口,6449.6
1.8,57,男,已婚,1,私人,1,有,无防盗装置,国产,0
1.5,56,男,已婚,1,私人,1,有,无防盗装置,国产,682.4
1.8,53,男,已婚,1,私人,1,有,有防盗装置,国产,1020
1.8,52,男,已婚,1,私人,1,有,无防盗装置,国产,0
1.8,51,男,已婚,1,私人,1,有,有防盗装置,国产,186.2
1.6,50,男,已婚,1,私人,1,有,无防盗装置,国产,0
1.8,50,男,已婚,1,私人,1,有,无防盗装置,国产,0
1.8,50,男,已婚,1,公司,1,有,无防盗装置,国产,0
2,50,男,已婚,1,私人,1,有,有防盗装置,进口,528
1.4,49,女,已婚,1,私人,1,有,无防盗装置,进口,552
1.8,49,男,已婚,1,私人,1,有,有防盗装置,国产,0
2,49,男,已婚,1,私人,1,有,无防盗装置,国产,0
2,49,男,已婚,1,私人,1,有,有防盗装置,进口,864.8
3,49,男,已婚,1,私人,1,有,无防盗装置,进口,0
