dist,roomnum,halls,AREA,floor,subway,school,price
fengtai,3,2,152.82,low,1,0,62165
fengtai,2,2,116.22,low,1,0,59715
fengtai,3,2,117.05,high,1,0,59377
fengtai,3,2,152.82,middle,1,0,56930
haidian,4,2,216,high,0,0,78704
haidian,2,1,75,low,0,0,66400
haidian,3,2,155.44,middle,0,0,65621
haidian,1,1,65.35,middle,0,0,64270
haidian,1,1,54.68,high,0,0,64009
haidian,3,2,156,high,0,0,62821
haidian,2,1,75.45,middle,0,0,62293
haidian,2,2,114.36,low,0,0,61211
haidian,1,1,65,middle,0,0,46154
chaoyang,3,2,166.6,low,1,0,39976
chaoyang,3,2,178,middle,1,0,37079
chaoyang,3,2,177.15,middle,1,0,36693
fengtai,3,2,128.4,middle,0,0,42057
fengtai,1,1,50.22,middle,0,0,40423
fengtai,3,1,140.85,middle,0,0,39049
fengtai,2,1,83.38,low,0,0,38379
fengtai,2,1,104.66,low,0,0,38219
fengtai,2,1,84.46,middle,0,0,37651
fengtai,2,1,94,low,0,0,37235
fengtai,3,2,119.3,low,0,0,36715
fengtai,1,1,52.82,middle,0,0,36540
fengtai,3,1,123.31,low,0,0,36494
fengtai,2,1,70,high,0,0,36429
fengtai,2,1,71.97,low,0,0,36127
fengtai,2,2,80.63,middle,0,0,35967
fengtai,3,2,130.14,middle,0,0,35962
fengtai,2,1,66.74,middle,0,0,35961
fengtai,2,2,89.21,middle,0,0,35871
fengtai,3,2,122.78,low,0,0,35837
fengtai,2,1,70,high,0,0,35572
fengtai,2,1,90.06,middle,0,0,35532
fengtai,1,1,64.87,middle,0,0,35456
fengtai,2,1,74.97,middle,0,0,35348
fengtai,2,2,108,middle,0,0,35186
fengtai,1,0,45.5,low,0,0,35165
fengtai,2,1,68.34,middle,0,0,35119
fengtai,2,1,71.97,middle,0,0,35015
fengtai,1,1,64.87,middle,0,0,34685
fengtai,3,2,120,low,0,0,34667
fengtai,2,1,67.92,low,0,0,34600
fengtai,1,1,52.33,low,0,0,34589
fengtai,2,1,92.8,high,0,0,34483
fengtai,2,2,104.43,middle,0,0,33995
fengtai,2,1,94.35,high,0,0,33917
fengtai,3,2,128.63,low,0,0,33585
fengtai,1,1,68.57,low,0,0,32814
fengtai,2,1,68,low,0,0,32795
fengtai,1,1,71,low,0,0,32677
fengtai,1,1,58.42,middle,0,0,32524
fengtai,3,1,83.07,middle,0,0,32503
fengtai,1,0,44.7,middle,0,0,32439
fengtai,1,0,46.13,high,0,0,30350
fengtai,2,1,110,middle,0,0,30000
fengtai,3,1,110.22,high,0,0,29941
fengtai,3,1,111.12,high,0,0,29698
fengtai,2,1,80.51,middle,0,0,29189
fengtai,4,2,110,high,0,0,27728
chaoyang,3,2,134,low,0,0,44030
chaoyang,3,2,145,middle,0,1,66207
chaoyang,4,2,216.99,high,0,1,64520
chaoyang,3,2,124,middle,0,1,62904
chaoyang,3,2,160,low,0,1,59375
fengtai,2,1,94,low,0,0,42554
fengtai,3,1,128.53,high,0,0,31122
chaoyang,2,2,110,high,1,0,52728
chaoyang,2,2,110.17,high,1,0,52646
chaoyang,1,1,80.08,low,1,0,49326
chaoyang,4,2,183.28,middle,1,0,49106
chaoyang,2,2,125.6,low,1,0,48567
chaoyang,1,1,79.64,low,1,0,46460
chaoyang,3,2,162.86,middle,1,0,46052
chaoyang,3,2,161.86,high,1,0,42630
chaoyang,4,2,193.05,high,1,0,41441
chaoyang,1,1,84.22,low,1,0,40965
chaoyang,5,2,242.88,high,1,0,37056
xicheng,3,2,183.66,middle,1,1,99968
xicheng,2,1,163,middle,1,1,96197
xicheng,4,2,163,high,1,1,85890
xicheng,3,2,162.72,middle,1,1,85423
chaoyang,2,1,54.69,middle,1,0,63998
chaoyang,2,1,62,high,1,0,62904
chaoyang,1,1,39.5,high,1,0,62785
chaoyang,3,1,70.45,high,1,0,62456
chaoyang,2,1,62,high,1,0,61291
chaoyang,2,1,61.19,low,1,0,58507
chaoyang,2,1,52.95,middle,1,0,57602
xicheng,1,1,74.28,middle,1,0,74045
xicheng,1,1,59.53,high,1,0,67026
xicheng,1,1,61.91,high,1,0,66226
xicheng,1,1,61.91,middle,1,0,65095
chaoyang,1,1,70.17,middle,0,0,42041
xicheng,3,1,210.19,middle,1,1,114183
dongcheng,1,1,45.65,middle,1,0,70099
dongcheng,2,1,57.62,low,1,0,69421
dongcheng,2,1,58,high,1,0,63794
dongcheng,2,1,58.02,high,1,0,63772
dongcheng,2,1,65,low,1,0,59231
fengtai,3,2,144.34,high,1,0,59582
fengtai,3,2,141.35,high,1,0,49523
dongcheng,3,2,202,middle,1,0,80199
dongcheng,2,2,252,middle,1,0,80159
dongcheng,2,1,143.09,high,1,0,66951
dongcheng,2,2,97.11,middle,1,0,83205
dongcheng,3,2,202.02,high,1,0,79201
dongcheng,4,2,267.68,high,1,1,74791
dongcheng,4,2,267.51,low,1,0,70278
dongcheng,3,2,171,middle,1,0,70176
dongcheng,3,2,158.28,middle,1,0,66970
dongcheng,3,2,171.06,low,1,1,65358
dongcheng,3,2,202.02,low,1,0,64351
shijingshan,3,2,147.81,high,0,0,50741
shijingshan,1,1,70.64,low,0,0,42469
shijingshan,3,2,131,high,0,0,38168
shijingshan,2,1,92,middle,0,0,38044
shijingshan,2,2,114.07,high,0,0,53915
shijingshan,3,2,139.88,low,0,0,53618
shijingshan,2,2,112.11,middle,0,0,53519
shijingshan,2,2,112.25,middle,0,0,53453
shijingshan,2,1,113,high,0,0,53098
shijingshan,3,2,141.22,low,0,0,51693
shijingshan,2,2,112.8,high,0,0,51419
shijingshan,3,2,143,low,0,0,51049
shijingshan,2,1,109,low,0,0,50459
shijingshan,3,2,139.21,middle,0,0,49925
shijingshan,2,1,112.94,high,0,0,49584
shijingshan,1,1,87,high,0,0,48276
shijingshan,1,0,37.74,low,0,0,48225
shijingshan,1,2,65.46,middle,0,0,47358
shijingshan,2,2,93.15,middle,0,0,46699
shijingshan,2,1,93.18,middle,0,0,46148
shijingshan,3,2,145,middle,0,0,45518
shijingshan,1,1,83.98,low,0,0,45249
shijingshan,5,2,173,low,0,0,86706
shijingshan,3,2,168.42,high,0,0,51063
shijingshan,2,2,139.33,middle,0,0,50241
haidian,3,2,116.1,high,1,0,60293
haidian,3,2,124.7,high,1,0,44908
xicheng,2,1,70.29,high,1,0,65444
haidian,2,1,100.8,low,0,0,64485
haidian,2,2,102.38,middle,0,0,63489
haidian,3,2,141.15,high,0,0,60220
haidian,3,2,142.27,high,0,0,59746
haidian,3,1,141.15,middle,0,0,56678
haidian,3,0,57.1,high,1,1,74957
haidian,2,0,54.17,high,0,1,55382
haidian,2,1,63.4,high,0,1,48896
haidian,2,1,53.9,low,0,0,48238
haidian,2,1,47.9,low,1,1,96034
haidian,2,1,72,middle,1,1,80556
haidian,2,1,72.56,high,1,1,79934
haidian,3,1,89.9,middle,1,1,75640
haidian,3,1,95.2,high,1,1,75631
haidian,4,1,71.9,high,1,1,69542
haidian,3,2,147,middle,1,1,55783
dongcheng,2,0,47.45,low,1,0,63225
dongcheng,1,1,34.83,middle,1,0,61729
dongcheng,2,2,118.06,middle,0,0,42352
dongcheng,2,1,118.03,low,0,0,39397
haidian,2,1,92,low,0,0,53261
haidian,2,1,86.23,middle,0,0,52187
haidian,2,1,101.92,middle,1,0,51021
haidian,3,2,125.74,middle,1,0,50104
haidian,1,1,62.74,low,0,0,48614
haidian,2,1,137,low,0,0,48176
haidian,2,2,97.21,middle,1,0,48144
haidian,2,1,100.98,low,1,0,46544
haidian,2,1,80.5,high,0,0,50932
xicheng,3,2,89.3,high,1,0,57111
dongcheng,2,1,59.54,high,1,1,107491
dongcheng,2,1,52.38,low,1,1,108439
dongcheng,1,1,46.57,middle,1,1,99850
dongcheng,1,1,36.58,middle,1,1,103336
dongcheng,2,1,55.09,low,1,1,102560
dongcheng,2,1,50.72,high,1,1,102524
shijingshan,2,1,47.7,low,1,0,47170
shijingshan,2,1,59.5,low,1,0,45379
shijingshan,1,1,41.99,low,1,0,44773
shijingshan,3,1,72,high,1,0,43750
shijingshan,2,1,68.85,middle,1,0,42993
shijingshan,2,1,70,high,1,0,42572
shijingshan,2,1,70.66,high,1,0,42174
shijingshan,2,1,41.66,high,1,0,42007
shijingshan,1,1,43,middle,1,0,41861
shijingshan,2,1,69.89,high,1,0,40922
shijingshan,3,1,83.41,low,1,0,40763
shijingshan,1,1,41.91,middle,1,0,40564
shijingshan,2,1,71,high,1,0,40141
shijingshan,3,1,87.24,low,1,0,40120
shijingshan,2,1,64.99,low,1,0,40007
shijingshan,3,1,71.64,middle,1,0,39783
shijingshan,1,1,49.29,low,1,0,39562
shijingshan,2,1,71.03,middle,1,0,39420
shijingshan,3,1,74.17,middle,1,0,39100
shijingshan,2,1,56.36,high,1,0,39035
shijingshan,1,1,41,high,1,0,39025
shijingshan,2,1,68.68,low,1,0,39022
shijingshan,2,1,53.89,high,1,0,38969
shijingshan,3,1,82.24,low,1,0,38911
shijingshan,2,1,76.81,low,1,0,38798
shijingshan,1,1,46.45,low,1,0,38752
shijingshan,2,1,62.42,middle,1,0,38450
shijingshan,2,1,61,low,1,0,38361
shijingshan,1,1,41.99,high,1,0,38343
shijingshan,2,1,63,high,1,0,38096
shijingshan,1,1,47.17,middle,1,0,37948
shijingshan,3,1,82.24,low,1,0,37938
shijingshan,3,1,71.64,low,1,0,37689
shijingshan,3,1,76.81,low,1,0,37626
shijingshan,2,1,58,low,1,0,37587
shijingshan,3,1,80,middle,1,0,37500
shijingshan,2,1,56,middle,1,0,37500
shijingshan,2,1,56.19,high,1,0,37196
shijingshan,2,1,63.25,middle,1,0,37155
shijingshan,1,1,47.14,high,1,0,37124
shijingshan,2,1,48,low,1,0,37084
shijingshan,1,1,43,high,0,0,36977
shijingshan,2,1,54.23,middle,1,0,36880
shijingshan,2,1,57.12,high,1,0,36765
shijingshan,2,1,65,high,1,0,36616
shijingshan,2,1,56,low,1,0,36608
shijingshan,2,1,65.08,high,1,0,36417
shijingshan,2,1,48.91,middle,1,0,36394
shijingshan,2,1,63.25,low,1,0,36364
shijingshan,3,1,88.01,middle,1,0,36360
shijingshan,2,1,59.22,low,1,0,36306
shijingshan,2,1,58.43,high,1,0,36283
shijingshan,3,1,80,high,1,0,36250
shijingshan,2,1,58,high,1,0,36207
shijingshan,2,1,57,low,1,0,35965
shijingshan,2,1,50.62,low,1,0,35560
shijingshan,2,1,62,high,1,0,35484
shijingshan,3,1,88.79,high,1,0,35252
shijingshan,1,1,44,low,1,0,35228
shijingshan,2,1,60.08,low,1,0,34954
shijingshan,2,1,49,low,1,0,34898
shijingshan,2,1,58.78,middle,1,0,34876
shijingshan,2,1,54.5,middle,1,0,34679
shijingshan,3,0,58.04,middle,1,0,34459
shijingshan,3,1,71.93,middle,1,0,34061
shijingshan,2,1,66.15,high,1,0,34014
shijingshan,2,1,65,low,1,0,33847
shijingshan,2,1,68.6,middle,1,0,33820
shijingshan,2,1,48.94,middle,1,0,33715
shijingshan,2,1,68.58,low,1,0,33538
shijingshan,2,1,48,high,1,0,32917
shijingshan,2,1,48.34,high,1,0,32893
shijingshan,2,1,53,middle,1,0,32642
shijingshan,2,1,61,middle,1,0,32623
shijingshan,2,1,59.8,low,1,0,32609
shijingshan,2,1,47.81,low,1,0,32420
shijingshan,2,1,62,high,1,0,31452
shijingshan,1,1,47.74,high,1,0,31421
shijingshan,1,1,47.14,low,1,0,31396
shijingshan,2,1,65,low,1,0,30616
shijingshan,2,1,50,middle,1,0,29600
xicheng,2,1,50.15,low,1,1,85743
shijingshan,2,1,57,low,1,0,57895
shijingshan,2,1,53.75,low,1,0,48373
shijingshan,3,1,71.4,high,1,0,43418
shijingshan,3,1,78.81,low,1,0,41873
shijingshan,1,1,41,middle,1,0,41464
shijingshan,1,1,44.04,high,0,0,40872
shijingshan,1,1,41,middle,1,0,40488
shijingshan,2,1,71.4,low,1,0,40337
shijingshan,2,2,82.99,low,1,0,39885
shijingshan,2,1,59,middle,1,0,39831
shijingshan,2,1,57,middle,1,0,39474
shijingshan,2,1,71.4,low,1,0,39076
shijingshan,2,1,59.42,low,1,0,38708
shijingshan,2,1,60.85,middle,1,0,37798
shijingshan,2,1,61.42,low,1,0,37773
shijingshan,2,1,60.4,high,1,0,37749
shijingshan,1,1,44,low,1,0,37500
shijingshan,2,1,54.36,high,0,0,37344
shijingshan,1,1,47.21,middle,1,0,37069
shijingshan,2,1,59.37,high,1,0,37056
shijingshan,2,1,65.12,middle,1,0,36856
shijingshan,2,1,57.19,low,1,0,36720
shijingshan,2,1,57.28,middle,1,0,36663
shijingshan,2,1,60.27,low,0,0,36503
shijingshan,2,1,57.63,high,1,0,36440
shijingshan,2,1,60.4,middle,1,0,36424
shijingshan,2,1,58,middle,1,0,36207
shijingshan,2,1,60.85,high,1,0,36155
shijingshan,2,1,57.33,high,1,0,35758
shijingshan,1,1,45.33,high,1,0,35738
shijingshan,2,1,56.21,low,1,0,35581
shijingshan,2,1,62.52,high,1,0,35509
shijingshan,2,1,62,middle,1,0,35484
shijingshan,2,1,61.45,high,0,0,35476
shijingshan,2,1,62.46,high,1,0,35223
shijingshan,2,1,56.96,high,1,0,35113
shijingshan,2,1,62,high,1,0,34678
shijingshan,2,1,62,middle,1,0,34678
shijingshan,3,1,88.95,middle,1,0,34627
shijingshan,2,1,60.32,high,1,0,34483
shijingshan,2,1,62.38,high,1,0,34467
shijingshan,2,1,62.38,low,1,0,34467
shijingshan,2,1,61,high,1,0,34427
shijingshan,2,1,65.12,high,1,0,34091
shijingshan,2,1,57.63,high,1,0,34011
shijingshan,2,1,57.63,high,1,0,33837
shijingshan,2,1,66.53,high,1,0,33820
shijingshan,2,1,68,low,1,0,33089
shijingshan,2,1,63.89,low,1,0,32869
shijingshan,3,1,67,high,1,0,32836
shijingshan,2,1,54.74,high,1,0,32518
shijingshan,2,1,62.52,high,0,0,32470
shijingshan,3,1,83,high,1,0,32290
shijingshan,2,1,60.85,high,1,0,32211
shijingshan,2,1,64.93,low,1,0,32035
shijingshan,2,1,62.59,high,1,0,31635
shijingshan,2,1,62,high,1,0,31452
shijingshan,2,1,74.13,middle,1,0,31027
shijingshan,2,1,62,middle,1,0,29839
dongcheng,2,1,55.06,high,0,1,85362
haidian,1,1,45.8,middle,1,0,60044
haidian,2,1,64.9,middle,1,0,57936
haidian,1,1,45.22,low,1,0,57497
haidian,2,1,57.59,high,1,0,55566
haidian,2,1,68.14,low,1,0,54300
haidian,1,1,48.2,high,1,0,53527
haidian,3,1,79,middle,1,0,53165
haidian,3,1,70.14,high,1,0,52752
haidian,1,1,45.5,low,1,0,51649
haidian,1,1,58.11,middle,1,0,50766
haidian,1,1,58.11,middle,1,0,50422
haidian,2,1,59.61,low,1,0,50328
haidian,2,1,69.59,high,1,0,50295
haidian,2,1,73.33,middle,1,0,49912
haidian,2,1,80.3,high,1,0,49565
haidian,2,1,68.86,high,1,0,49376
haidian,1,1,46.81,high,1,0,49135
haidian,1,1,45.22,high,1,0,48652
haidian,3,1,74,low,1,0,47028
haidian,2,1,57.51,high,1,0,45210
haidian,2,1,76.34,middle,1,1,54494
haidian,2,1,61.1,middle,1,0,54010
haidian,2,1,81.74,middle,1,1,77074
haidian,2,1,50.02,middle,1,0,59977
haidian,2,1,53.3,low,1,0,58162
haidian,3,0,56.87,middle,1,1,57148
haidian,2,1,75.79,low,1,0,55417
haidian,2,1,75.06,high,1,0,55290
haidian,2,1,41.72,high,1,1,55130
haidian,2,1,75,low,1,0,54667
haidian,2,1,75.79,low,1,0,54097
haidian,2,1,71.79,low,1,0,53629
haidian,2,1,69.05,high,1,1,53585
haidian,2,1,69.3,middle,1,1,53392
haidian,2,1,93.73,middle,1,0,52812
haidian,2,1,111.51,high,1,1,52014
haidian,2,1,75.51,middle,1,1,51649
haidian,2,1,62,high,1,1,51613
haidian,2,1,68.82,middle,1,1,51584
haidian,1,1,83,low,1,1,48796
haidian,2,1,94,low,1,0,47873
haidian,3,2,147,high,1,0,47620
haidian,2,1,110,middle,1,0,47273
haidian,2,1,115.04,middle,1,0,43898
haidian,2,2,133,middle,1,0,42782
haidian,3,2,147,high,1,1,40817
dongcheng,2,2,82.24,high,0,0,59461
dongcheng,2,1,64,low,0,0,56250
dongcheng,2,1,76.51,low,0,0,54895
dongcheng,2,1,90.01,middle,0,0,54772
dongcheng,2,2,85.11,low,0,0,54048
dongcheng,2,2,85.11,high,0,0,52873
dongcheng,2,2,76.51,low,0,0,52020
dongcheng,2,2,88,low,0,0,51137
fengtai,2,1,93,high,1,0,52151
chaoyang,2,1,94.55,low,1,0,41249
chaoyang,2,1,94.15,low,1,0,40574
chaoyang,2,1,97.15,high,1,0,38601
fengtai,2,2,100,high,1,0,48000
fengtai,2,2,100.03,high,1,0,47986
fengtai,2,2,99.55,middle,1,0,47213
fengtai,2,1,100.08,low,1,0,46963
fengtai,3,2,157.09,low,1,0,44561
fengtai,1,1,64.61,middle,1,0,42564
fengtai,1,1,67.19,low,1,0,41673
fengtai,1,1,67,low,1,0,41045
fengtai,1,1,64.95,middle,1,0,40339
fengtai,1,1,67.55,high,1,0,39971
fengtai,1,1,67.55,middle,1,0,39231
fengtai,1,1,64.95,middle,1,0,38492
fengtai,1,1,65.25,low,1,0,38315
dongcheng,2,1,58.7,high,0,0,84498
dongcheng,2,1,58.7,low,0,0,81772
dongcheng,2,2,70.17,middle,0,0,73821
dongcheng,3,3,172.67,low,0,0,50965
dongcheng,1,1,64.84,high,0,0,50895
dongcheng,4,2,234,low,0,0,50428
dongcheng,1,1,80.96,high,0,0,50149
dongcheng,2,1,97.73,high,1,0,49115
dongcheng,3,1,128,middle,0,0,47344
dongcheng,2,1,97.73,high,1,0,47069
dongcheng,3,2,121.18,middle,0,0,46213
dongcheng,3,1,148,low,0,0,40541
dongcheng,3,2,147.76,middle,0,0,39253
dongcheng,4,2,206.66,low,0,0,37744
dongcheng,3,1,147.76,high,0,0,37223
dongcheng,3,1,147.76,high,0,0,35869
dongcheng,2,1,114.82,low,0,0,34838
haidian,2,1,54,middle,1,0,59815
haidian,2,1,48,middle,1,1,76667
haidian,2,1,81.1,low,1,1,75833
haidian,2,1,57.6,low,1,1,71181
haidian,1,1,48.54,middle,1,0,70664
haidian,3,1,84.9,middle,1,0,62427
haidian,2,1,65.22,high,1,0,60565
haidian,2,1,59.1,high,1,0,81219
haidian,2,1,73.6,high,1,0,61142
haidian,2,1,50.1,high,1,1,59482
xicheng,2,1,67.59,high,1,1,66578
xicheng,2,1,53,high,1,1,78302
xicheng,4,0,73,low,1,1,68494
xicheng,2,1,62.7,low,0,1,76556
xicheng,2,1,60,low,0,1,72000
xicheng,3,1,83,high,0,1,67470
xicheng,4,1,126.34,high,0,1,59997
xicheng,1,1,38.88,low,0,1,79733
xicheng,1,1,38.88,middle,0,1,79733
xicheng,1,1,40.41,low,0,1,79684
xicheng,2,1,63,low,0,1,79366
xicheng,3,1,78,middle,0,1,76924
xicheng,3,1,65.11,middle,0,1,76794
xicheng,3,1,79,low,0,1,75950
xicheng,3,1,78,high,0,1,75000
xicheng,3,1,66,high,0,1,75000
xicheng,3,1,65.12,high,0,1,74632
xicheng,3,1,78,middle,0,1,71795
xicheng,3,1,66,high,0,1,71213
xicheng,2,1,63,high,0,1,70635
xicheng,3,1,66,low,0,1,70455
xicheng,2,1,63.6,high,0,1,69183
xicheng,2,1,62.89,high,0,1,68374
xicheng,3,1,66,high,0,1,68182
xicheng,1,1,50,middle,0,1,83600
xicheng,1,1,45.87,middle,0,1,80663
xicheng,3,1,81.47,middle,1,1,78557
xicheng,2,1,65.49,low,0,1,76348
xicheng,3,1,90,high,0,1,72223
xicheng,3,1,124,high,1,1,70968
xicheng,2,1,64.8,high,0,1,68673
xicheng,2,1,67,high,0,1,68657
xicheng,2,1,60,high,0,1,66667
fengtai,2,1,133.24,high,1,0,44882
fengtai,2,1,61.9,high,1,0,42811
fengtai,2,1,58.2,high,1,0,42097
fengtai,2,1,58.1,high,1,0,41309
fengtai,3,1,82,low,1,0,39025
fengtai,2,1,61,low,0,0,42623
fengtai,2,1,49.7,high,0,0,35815
fengtai,2,1,51,low,0,0,51961
xicheng,2,1,66.9,high,1,1,81914
haidian,2,2,57.7,middle,1,0,88389
haidian,1,1,48.2,middle,1,1,76764
haidian,2,1,71.8,high,1,0,75209
haidian,3,1,127.5,high,1,0,72000
haidian,2,2,94,low,1,0,69788
haidian,2,1,105,middle,1,0,66667
haidian,2,2,124,low,1,0,65323
haidian,3,2,104,low,1,0,64424
dongcheng,2,2,52,middle,1,0,57693
dongcheng,1,1,66,middle,1,0,57576
dongcheng,1,1,58,middle,1,0,56380
dongcheng,1,1,55,middle,1,0,56364
dongcheng,1,1,67.86,middle,1,0,55998
dongcheng,2,2,75.39,middle,1,0,55711
dongcheng,2,1,65,middle,1,0,55385
dongcheng,1,1,64.67,middle,1,0,54121
dongcheng,2,1,75,high,1,0,53334
dongcheng,2,0,62.5,middle,1,0,52000
dongcheng,2,1,82.89,middle,1,0,51876
dongcheng,2,1,75,middle,1,0,50000
dongcheng,1,1,62.17,low,1,0,45038
dongcheng,1,1,130,middle,1,0,27539
dongcheng,2,1,180,middle,1,0,23334
fengtai,2,1,93.21,high,1,0,43987
fengtai,1,1,51.23,high,1,0,42358
fengtai,2,1,74.63,high,1,0,41539
fengtai,1,1,59.24,middle,1,0,40851
fengtai,3,1,112.1,low,1,0,40143
fengtai,3,2,105,middle,1,0,39620
fengtai,2,1,74.63,middle,1,0,38591
fengtai,2,1,68.72,high,1,0,38563
fengtai,3,1,109.56,high,1,0,36328
fengtai,2,2,100.75,low,1,0,36229
fengtai,1,1,57.11,middle,1,0,34846
fengtai,2,1,109.56,middle,1,0,34685
fengtai,2,1,77.52,high,1,0,38442
fengtai,2,1,98.59,low,1,0,37530
haidian,2,1,92.58,low,0,1,57248
haidian,2,1,123.2,middle,0,1,53978
haidian,1,2,71.81,high,0,1,49854
haidian,1,1,46.81,low,1,1,68362
haidian,2,1,95.81,low,1,1,57406
haidian,2,1,90.8,middle,0,1,57269
haidian,3,2,126.32,high,1,1,56999
haidian,2,1,87.3,low,0,1,55556
haidian,3,1,105,low,0,1,55239
haidian,3,0,92,high,0,1,53261
haidian,2,1,77.5,middle,0,1,52259
haidian,3,1,124.48,low,0,1,52218
haidian,2,1,78,low,0,1,51283
haidian,2,1,84.19,low,0,1,47512
haidian,4,2,147,high,0,1,41837
haidian,2,1,83,high,0,1,62049
haidian,2,1,73.28,low,0,1,60044
haidian,2,1,78.39,low,0,1,59957
haidian,3,1,117.63,high,0,1,59509
haidian,2,1,81.29,high,0,1,55973
haidian,3,2,117.63,middle,0,1,55259
haidian,1,1,60.28,high,0,1,54413
haidian,3,1,103.2,high,0,1,53295
haidian,3,2,129.61,high,1,1,47065
haidian,4,2,138.67,high,0,1,42908
haidian,4,2,142.9,high,0,1,40588
haidian,4,2,161,high,0,1,40373
haidian,4,2,150,high,0,1,40000
haidian,2,1,74.7,low,0,1,60241
haidian,3,2,125,high,0,1,55600
haidian,2,1,80.39,middle,0,1,55356
haidian,2,1,81,middle,0,1,54198
haidian,3,2,125,high,0,1,47600
haidian,3,2,128,high,0,1,45313
haidian,3,2,137.5,high,0,1,43637
haidian,3,2,140.5,high,0,1,42705
fengtai,1,1,42.28,middle,0,0,25544
fengtai,2,2,78.42,high,0,0,21679
haidian,2,1,58.51,middle,1,1,70074
fengtai,2,1,63.7,low,0,0,51806
fengtai,3,1,73.1,middle,0,0,47880
fengtai,2,1,61.31,high,0,0,47301
fengtai,2,1,55,high,0,0,50000
fengtai,2,1,50,low,0,0,48000
fengtai,2,1,58.57,low,0,0,47807
fengtai,2,1,50,middle,0,0,46400
fengtai,3,1,76,high,0,0,45395
fengtai,2,1,54,middle,0,0,45371
fengtai,3,1,69.32,high,0,0,44432
fengtai,2,2,69.13,high,0,0,44120
fengtai,2,1,59,high,0,0,38984
fengtai,2,1,60,middle,0,0,46000
fengtai,2,1,60.3,middle,0,0,40631
fengtai,2,1,59.4,high,0,0,55556
fengtai,2,1,52.1,low,0,0,51824
fengtai,1,1,49.58,low,0,0,49617
fengtai,2,1,60,low,0,0,48667
fengtai,2,1,57.6,middle,0,0,48612
fengtai,1,1,48.4,low,0,0,48554
fengtai,2,1,61.8,middle,0,0,48544
fengtai,1,1,41.4,low,0,0,47827
fengtai,2,1,66,middle,0,0,45455
fengtai,3,1,68.6,high,0,0,43732
fengtai,2,1,55,high,0,0,43637
fengtai,2,1,58,middle,0,0,41380
fengtai,2,1,60,high,0,0,40834
fengtai,2,1,53.9,high,0,0,39889
fengtai,3,1,69,high,0,0,39131
shijingshan,1,1,40.88,middle,1,0,48924
shijingshan,1,1,41,high,1,0,46342
shijingshan,2,1,56.83,low,1,0,40472
shijingshan,2,0,45,low,1,0,38889
shijingshan,1,1,42,middle,1,1,60000
shijingshan,2,1,57,high,1,1,50000
haidian,2,1,58.7,middle,1,0,49404
haidian,3,1,93.9,middle,1,1,48989
shijingshan,2,1,50,high,1,0,53000
shijingshan,2,1,44,high,1,0,52273
shijingshan,1,1,45.05,middle,1,0,48835
shijingshan,2,1,66,middle,1,0,45455
shijingshan,2,1,60.6,low,1,0,44555
shijingshan,2,1,61.88,high,1,0,42987
shijingshan,2,1,60,high,1,0,40834
shijingshan,1,1,35.59,low,1,0,53386
shijingshan,2,1,63,high,1,0,52381
shijingshan,2,1,62,high,1,0,49194
shijingshan,3,1,75,middle,1,0,46667
shijingshan,2,1,60,middle,1,0,41667
shijingshan,2,1,65,high,1,0,38616
shijingshan,2,1,55.6,high,1,0,37770
shijingshan,1,1,42.83,middle,1,0,35723
shijingshan,2,1,65,low,1,0,27693
shijingshan,1,1,42,middle,1,0,47620
shijingshan,1,0,40,low,1,0,46250
shijingshan,1,1,45,middle,1,0,44445
shijingshan,2,1,80,high,1,0,40000
shijingshan,2,1,63,middle,1,0,37302
shijingshan,2,1,65,middle,1,0,36154
shijingshan,3,2,214.97,middle,0,0,67452
shijingshan,3,2,208,low,0,0,67308
shijingshan,3,1,94.2,low,0,0,66879
shijingshan,2,2,99.61,high,0,0,65255
shijingshan,3,1,187.09,high,0,0,58796
shijingshan,3,2,132.62,middle,0,0,56553
shijingshan,4,2,231,high,0,0,51949
shijingshan,3,2,222.85,high,0,0,49361
shijingshan,1,0,56.45,middle,0,0,48716
dongcheng,3,1,91.33,middle,1,0,86500
xicheng,2,2,90.1,middle,1,0,91010
xicheng,2,2,90.9,middle,1,0,90210
xicheng,2,1,58.9,high,1,0,87946
xicheng,3,1,76.5,middle,1,0,87974
xicheng,1,1,43.1,middle,1,0,87936
xicheng,1,1,43,middle,1,0,87907
xicheng,1,1,43.4,low,1,0,87558
xicheng,3,1,85.3,high,1,0,84408
xicheng,1,1,50.6,middle,1,0,75099
shijingshan,2,2,84.32,middle,1,0,63805
shijingshan,4,3,198,low,1,0,54546
shijingshan,3,1,133.95,middle,1,0,53752
haidian,3,2,113.08,high,1,0,129113
fengtai,3,2,82.9,low,1,0,64536
fengtai,3,1,122.3,low,1,0,58872
fengtai,2,1,76.58,middle,1,0,42440
fengtai,2,1,79.4,high,1,0,36524
fengtai,2,1,77.3,high,1,0,34929
fengtai,2,2,72.41,high,1,0,38669
fengtai,2,2,71.05,high,1,0,40958
fengtai,2,2,71,low,1,0,40846
fengtai,3,1,104,low,1,0,40000
chaoyang,2,1,62.48,middle,1,1,56018
chaoyang,2,1,64.87,middle,1,1,54725
chaoyang,2,1,57.84,middle,1,1,54634
chaoyang,2,1,64.87,high,1,1,49330
chaoyang,2,1,80.24,high,1,1,57952
xicheng,1,1,61.79,high,1,1,72828
xicheng,5,2,149.48,high,1,1,59540
fengtai,2,1,72.83,high,1,0,35700
